,Churn,Longevity,TypeTravel,RoomType,RewardPoints,Comfort,ReceptionSchedule,FoodDrink,Location,Wifi,Amenities,Staff,OnlineBooking,PriceQuality,RoomSpace,CheckOut,Checkin,Cleanliness,BarService,Age,Gender,avg_satisfaction,avg_accomodation,avg_reception,avg_catering,avg_key_factors,RewardPoints_bins,Age_bin
10666,churn,no,business,suite,3932.0,3.0,3.0,3.0,3.0,4.0,3.0,5.0,4.0,4.0,1.0,4.0,2.0,4.0,4.0,32,F,3.357142857142857,3.0,3.6,3.5,3.5,1,Young_adult
10667,nochurn,yes,business,single,4576.0,4.0,4.0,4.0,4.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,55,M,4.071428571428571,4.0,4.0,4.5,4.0,1,Mid_adult
10668,churn,no,business,single,5561.0,1.0,1.0,1.0,3.0,3.0,1.0,3.0,3.0,5.0,2.0,5.0,5.0,4.0,3.0,37,M,2.857142857142857,2.2,3.4,2.0,4.0,2,Mid_adult
10669,nochurn,yes,leisure,double,5728.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,22,F,3.642857142857143,3.6,3.6,4.0,3.5,2,Young_adult
10670,nochurn,yes,business,single,6379.0,2.0,1.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,60,M,3.2857142857142856,3.6,3.4,2.5,3.0,2,Older_adult
10671,nochurn,yes,business,single,3718.0,2.0,2.0,2.0,2.0,3.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,3.0,51,M,3.5,3.6,4.0,2.5,3.0,1,Mid_adult
10672,nochurn,yes,business,single,2995.0,4.0,4.0,2.0,4.0,3.0,4.0,4.0,2.0,2.0,3.0,2.0,4.0,2.0,4.0,42,M,3.142857142857143,3.2,3.2,3.0,3.0,1,Mid_adult
10673,nochurn,yes,leisure,double,6950.0,4.0,2.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,1.0,3.0,2.0,4.0,3.0,48,F,3.0714285714285716,3.2,2.6,3.5,3.5,2,Mid_adult
10674,churn,no,business,double,4954.0,1.0,3.0,1.0,4.0,5.0,1.0,5.0,5.0,5.0,1.0,2.0,1.0,4.0,5.0,29,F,3.0714285714285716,2.4,3.2,3.0,4.5,2,Young_adult
10675,churn,yes,business,single,4060.0,4.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,1.0,3.0,2.0,4.0,4.0,24,F,2.9285714285714284,3.4,2.8,2.5,2.5,1,Young_adult
10676,nochurn,yes,business,double,4656.0,5.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,2.0,3.0,1.0,3.0,4.0,5.0,37,M,3.2857142857142856,4.4,3.0,3.0,1.5,1,Mid_adult
10677,churn,yes,business,double,2457.0,3.0,5.0,5.0,5.0,3.0,3.0,3.0,2.0,4.0,3.0,4.0,3.0,1.0,3.0,43,M,3.357142857142857,2.6,3.4,4.0,4.5,0,Mid_adult
10678,nochurn,yes,business,single,4395.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,2.0,1.0,1.0,3.0,1.0,5.0,26,F,3.7142857142857144,3.4,3.8,4.5,3.5,1,Young_adult
10679,nochurn,yes,leisure,double,5067.0,3.0,3.0,3.0,3.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,37,F,3.7142857142857144,3.8,4.0,3.0,3.5,2,Mid_adult
10680,churn,no,business,single,4934.0,1.0,1.0,1.0,3.0,3.0,1.0,3.0,3.0,3.0,4.0,5.0,5.0,4.0,3.0,34,F,2.857142857142857,2.6,3.4,2.0,3.0,2,Young_adult
10681,nochurn,yes,business,double,5525.0,4.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,1.0,3.0,5.0,2.0,3.0,4.0,52,M,2.9285714285714284,3.6,3.2,2.5,1.0,2,Mid_adult
10682,nochurn,yes,business,single,4105.0,3.0,5.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,5.0,5.0,23,F,4.357142857142857,4.6,4.4,4.0,4.0,1,Young_adult
10683,nochurn,yes,business,single,3643.0,4.0,4.0,4.0,4.0,2.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,53,F,3.9285714285714284,3.8,3.8,4.5,4.0,1,Mid_adult
10684,nochurn,yes,business,single,6321.0,1.0,1.0,1.0,1.0,2.0,3.0,5.0,4.0,4.0,4.0,4.0,1.0,4.0,3.0,37,M,2.7142857142857144,2.8,3.0,2.0,2.5,2,Mid_adult
10685,nochurn,yes,business,single,4079.0,2.0,2.0,2.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,5.0,5.0,29,F,3.857142857142857,4.4,3.6,3.5,3.5,1,Young_adult
10686,nochurn,yes,leisure,double,6371.0,5.0,5.0,4.0,5.0,2.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,3.0,61,F,4.142857142857143,3.8,4.6,3.5,4.5,2,Older_adult
10687,nochurn,yes,leisure,double,6570.0,1.0,1.0,1.0,1.0,2.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,67,F,3.5,3.4,4.0,3.0,3.0,2,Older_adult
10688,nochurn,yes,business,single,3624.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,3.0,5.0,5.0,4.0,28,F,4.5,4.6,4.2,4.5,5.0,1,Young_adult
10689,churn,yes,business,double,4696.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,3.0,4.0,1.0,61,M,2.0714285714285716,1.8,2.4,2.0,2.0,1,Older_adult
10690,nochurn,yes,business,single,4752.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,54,F,3.4285714285714284,3.4,3.8,3.0,3.0,1,Mid_adult
10691,nochurn,no,business,single,5531.0,2.0,2.0,2.0,3.0,4.0,2.0,4.0,4.0,3.0,5.0,4.0,3.0,4.0,4.0,45,F,3.2857142857142856,3.4,3.4,3.0,3.0,2,Mid_adult
10692,churn,yes,business,single,3093.0,2.0,1.0,1.0,1.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,4.0,59,F,2.2857142857142856,2.6,2.2,2.5,1.5,1,Older_adult
10693,nochurn,yes,business,single,5787.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,2.0,2.0,3.0,3.0,5.0,5.0,34,M,3.142857142857143,3.6,3.4,3.0,1.5,2,Young_adult
10694,nochurn,no,business,double,4138.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,2.0,5.0,3.0,2.0,5.0,4.0,24,F,3.7142857142857144,4.4,3.4,4.0,2.5,1,Young_adult
10695,nochurn,yes,business,single,6294.0,1.0,1.0,1.0,1.0,2.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,49,F,3.142857142857143,3.2,3.4,3.0,2.5,2,Mid_adult
10696,nochurn,yes,leisure,double,6922.0,5.0,5.0,5.0,5.0,1.0,2.0,1.0,5.0,5.0,5.0,5.0,2.0,5.0,5.0,65,F,4.0,3.6,3.6,5.0,5.0,2,Older_adult
10697,churn,no,business,suite,5508.0,3.0,0.0,3.0,3.0,2.0,3.0,2.0,2.0,4.0,1.0,1.0,1.0,4.0,2.0,21,F,2.2142857142857144,2.6,1.2,2.5,3.5,2,Young_adult
10698,churn,yes,leisure,double,4936.0,2.0,4.0,2.0,4.0,5.0,2.0,5.0,5.0,1.0,3.0,2.0,3.0,2.0,5.0,37,M,3.2142857142857144,2.8,3.8,3.5,2.5,2,Mid_adult
10699,nochurn,yes,business,single,5139.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,58,F,4.071428571428571,4.2,4.4,3.0,4.0,2,Older_adult
10700,churn,no,business,double,5265.0,3.0,0.0,3.0,3.0,1.0,3.0,3.0,1.0,3.0,1.0,4.0,1.0,3.0,1.0,39,F,2.142857142857143,2.2,1.8,2.0,3.0,2,Mid_adult
10701,nochurn,yes,business,single,4044.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,52,F,4.571428571428571,4.6,4.6,4.5,4.5,1,Mid_adult
10702,nochurn,yes,business,single,5163.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,33,F,4.357142857142857,4.6,4.4,4.0,4.0,2,Young_adult
10703,nochurn,yes,business,single,4561.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,42,F,4.714285714285714,4.8,4.6,4.5,5.0,1,Mid_adult
10704,churn,yes,business,single,3657.0,2.0,5.0,5.0,5.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,23,F,2.7857142857142856,2.2,2.6,3.5,4.0,1,Young_adult
10705,nochurn,yes,business,single,6587.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,3.0,3.0,4.0,3.0,3.0,3.0,5.0,40,M,3.7142857142857144,3.6,3.6,4.5,3.5,2,Mid_adult
10706,churn,yes,business,single,4237.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,2.0,40,F,2.9285714285714284,2.8,3.0,2.5,3.5,1,Mid_adult
10707,nochurn,yes,leisure,double,5106.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,22,F,4.142857142857143,4.4,4.2,4.0,3.5,2,Young_adult
10708,churn,no,business,double,5078.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,4.0,3.0,3.0,3.0,31,F,3.142857142857143,3.4,3.0,3.0,3.0,2,Young_adult
10709,nochurn,yes,business,single,3819.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,58,F,3.2857142857142856,3.8,3.6,2.0,2.5,1,Older_adult
10710,churn,no,business,double,5797.0,2.0,4.0,2.0,4.0,2.0,2.0,2.0,2.0,4.0,4.0,3.0,2.0,3.0,2.0,28,F,2.7142857142857144,2.6,2.6,2.0,4.0,2,Young_adult
10711,churn,yes,leisure,double,5612.0,4.0,5.0,4.0,3.0,3.0,4.0,3.0,3.0,2.0,4.0,3.0,1.0,4.0,3.0,29,M,3.2857142857142856,3.8,3.0,3.5,2.5,2,Young_adult
10712,churn,yes,leisure,double,4687.0,3.0,1.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,2.0,4.0,3.0,3.0,3.0,31,M,3.0,2.8,2.8,3.0,4.0,1,Young_adult
10713,nochurn,yes,business,single,2158.0,2.0,4.0,2.0,2.0,5.0,5.0,5.0,5.0,3.0,4.0,4.0,5.0,5.0,5.0,36,F,4.0,4.2,4.6,3.5,2.5,0,Mid_adult
10714,churn,yes,business,double,6694.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,1.0,64,F,3.2142857142857144,3.0,3.6,2.5,3.5,2,Older_adult
10715,nochurn,yes,leisure,double,6050.0,2.0,2.0,2.0,2.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,3.0,69,F,3.4285714285714284,3.6,3.8,2.5,3.0,2,Older_adult
10716,nochurn,yes,business,suite,4497.0,5.0,2.0,2.0,2.0,5.0,5.0,5.0,5.0,2.0,3.0,5.0,1.0,2.0,5.0,61,M,3.5,4.0,3.6,3.5,2.0,1,Older_adult
10717,nochurn,yes,business,single,4371.0,2.0,2.0,2.0,2.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,3.0,56,M,3.7857142857142856,4.0,4.2,2.5,3.5,1,
10718,churn,yes,business,single,4212.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,58,M,2.642857142857143,3.0,2.6,2.0,2.5,1,Older_adult
10719,nochurn,yes,business,single,3586.0,3.0,3.0,3.0,3.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,51,F,3.9285714285714284,4.2,3.8,4.0,3.5,1,Mid_adult
10720,nochurn,yes,business,single,5184.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,1.0,4.0,3.0,3.0,5.0,30,F,3.2142857142857144,3.0,3.6,3.0,3.0,2,Young_adult
10721,churn,no,business,double,5096.0,2.0,0.0,2.0,4.0,3.0,2.0,3.0,3.0,1.0,1.0,4.0,2.0,5.0,3.0,21,M,2.5,2.6,2.4,2.5,2.5,2,Young_adult
10722,churn,no,business,single,4130.0,1.0,1.0,1.0,4.0,4.0,1.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,27,M,2.857142857142857,2.6,3.0,2.5,3.5,1,Young_adult
10723,churn,no,business,double,4660.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,1.0,2.0,3.0,3.0,4.0,4.0,46,F,3.0714285714285716,3.2,3.2,3.5,2.0,1,Mid_adult
10724,nochurn,yes,business,single,5405.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,35,F,4.285714285714286,4.2,4.4,4.0,4.5,2,Young_adult
10725,nochurn,yes,leisure,double,5149.0,4.0,4.0,4.0,4.0,2.0,5.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,48,F,3.5,3.4,3.6,3.5,3.5,2,Mid_adult
10726,nochurn,yes,leisure,double,5846.0,3.0,3.0,3.0,3.0,2.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,27,F,3.5714285714285716,3.6,3.6,3.5,3.5,2,Young_adult
10727,nochurn,yes,business,single,3221.0,5.0,1.0,5.0,5.0,2.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,61,F,4.214285714285714,4.2,4.0,4.0,5.0,1,Older_adult
10728,churn,yes,leisure,double,5020.0,2.0,4.0,2.0,2.0,5.0,2.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,70,M,3.9285714285714284,3.8,4.8,3.5,2.5,2,Older_adult
10729,nochurn,yes,business,single,6761.0,0.0,5.0,0.0,2.0,2.0,4.0,4.0,4.0,4.0,5.0,5.0,3.0,4.0,4.0,61,F,3.2857142857142856,3.0,4.2,2.0,3.0,2,Older_adult
10730,nochurn,yes,business,single,3085.0,2.0,2.0,2.0,2.0,3.0,4.0,4.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0,49,M,3.642857142857143,3.8,3.8,3.0,3.5,1,Mid_adult
10731,churn,yes,leisure,double,5231.0,2.0,1.0,2.0,3.0,4.0,2.0,4.0,4.0,4.0,3.0,2.0,4.0,2.0,4.0,44,M,2.9285714285714284,2.6,3.0,3.0,3.5,2,Mid_adult
10732,churn,no,business,double,4448.0,4.0,3.0,3.0,4.0,5.0,3.0,5.0,5.0,2.0,5.0,3.0,2.0,3.0,5.0,30,M,3.7142857142857144,4.0,3.6,4.0,3.0,1,Young_adult
10733,churn,no,business,double,5297.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,3.0,4.0,3.0,5.0,1.0,5.0,21,F,4.0,3.6,4.4,4.5,3.5,2,Young_adult
10734,churn,yes,leisure,double,5827.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,1.0,4.0,2.0,4.0,3.0,46,M,2.9285714285714284,2.8,3.0,3.0,3.0,2,Mid_adult
10735,nochurn,no,business,double,4730.0,4.0,4.0,4.0,5.0,2.0,4.0,2.0,2.0,2.0,4.0,4.0,2.0,3.0,2.0,24,F,3.142857142857143,3.4,2.8,3.0,3.5,1,Young_adult
10736,churn,yes,leisure,suite,3343.0,2.0,5.0,2.0,3.0,4.0,2.0,4.0,4.0,4.0,3.0,5.0,5.0,4.0,4.0,59,M,3.642857142857143,3.0,4.6,3.0,3.5,1,Older_adult
10737,nochurn,yes,business,single,3277.0,4.0,4.0,4.0,4.0,5.0,3.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0,3.0,64,M,3.857142857142857,4.4,3.2,3.5,4.5,1,Older_adult
10738,churn,yes,leisure,double,5189.0,1.0,3.0,0.0,2.0,5.0,0.0,5.0,5.0,3.0,4.0,3.0,4.0,2.0,5.0,48,M,3.0,2.4,4.0,2.5,2.5,2,Mid_adult
10739,nochurn,yes,business,single,3983.0,2.0,3.0,2.0,2.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0,5.0,3.0,45,F,3.857142857142857,4.4,4.0,2.5,3.5,1,Mid_adult
10740,nochurn,yes,business,double,6741.0,5.0,2.0,5.0,2.0,2.0,4.0,1.0,5.0,5.0,5.0,5.0,3.0,5.0,1.0,62,F,3.5714285714285716,4.2,3.2,3.0,3.5,2,Older_adult
10741,nochurn,yes,leisure,double,4628.0,5.0,4.0,5.0,1.0,3.0,5.0,3.0,3.0,4.0,2.0,5.0,5.0,5.0,3.0,49,M,3.7857142857142856,4.0,4.0,4.0,2.5,1,Mid_adult
10742,churn,yes,business,single,4234.0,1.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,55,M,1.9285714285714286,1.0,2.0,3.0,3.0,1,Mid_adult
10743,churn,yes,leisure,double,5226.0,2.0,5.0,2.0,3.0,4.0,2.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,69,M,3.857142857142857,3.6,4.6,3.0,3.5,2,Older_adult
10744,nochurn,yes,business,single,6519.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,54,M,4.214285714285714,4.0,4.6,3.5,4.5,2,Mid_adult
10745,nochurn,yes,business,single,4654.0,0.0,0.0,0.0,3.0,3.0,5.0,4.0,2.0,2.0,2.0,2.0,4.0,2.0,4.0,47,M,2.357142857142857,2.4,2.4,2.0,2.5,1,Mid_adult
10746,churn,no,business,single,5247.0,3.0,3.0,3.0,3.0,5.0,3.0,1.0,5.0,3.0,3.0,5.0,5.0,5.0,5.0,50,F,3.7142857142857144,3.8,3.8,4.0,3.0,2,Mid_adult
10747,nochurn,yes,leisure,double,5617.0,4.0,4.0,0.0,2.0,2.0,0.0,1.0,2.0,3.0,5.0,1.0,1.0,5.0,2.0,33,M,2.2857142857142856,3.2,1.8,1.0,2.5,2,Young_adult
10748,nochurn,yes,business,double,5268.0,2.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,1.0,2.0,2.0,40,F,2.642857142857143,2.4,2.6,3.0,3.0,2,Mid_adult
10749,nochurn,yes,business,single,3850.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,27,F,4.142857142857143,4.2,4.2,4.0,4.0,1,Young_adult
10750,churn,no,business,double,5051.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,45,F,3.4285714285714284,3.2,3.6,3.5,3.5,2,Mid_adult
10751,nochurn,yes,business,single,3004.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,47,F,4.214285714285714,4.2,4.2,4.5,4.0,1,Mid_adult
10752,nochurn,yes,business,single,3222.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,54,F,3.9285714285714284,4.0,4.0,4.0,3.5,1,Mid_adult
10753,nochurn,no,business,single,4983.0,5.0,5.0,5.0,3.0,3.0,5.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,21,M,3.7857142857142856,4.0,3.8,4.0,3.0,2,Young_adult
10754,churn,no,business,double,5959.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,4.0,3.0,2.0,3.0,2.0,27,M,2.2142857142857144,2.6,2.0,2.0,2.0,2,Young_adult
10755,churn,no,business,single,5565.0,4.0,5.0,4.0,1.0,5.0,4.0,5.0,5.0,3.0,5.0,4.0,3.0,4.0,5.0,26,M,4.071428571428571,4.4,4.4,4.5,2.0,2,Young_adult
10756,churn,yes,leisure,double,5213.0,2.0,5.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,5.0,1.0,2.0,2.0,3.0,33,M,2.7142857142857144,2.8,2.8,2.5,2.5,2,Young_adult
10757,churn,yes,business,double,6705.0,1.0,2.0,2.0,2.0,4.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,62,F,1.9285714285714286,1.8,2.0,2.0,2.0,2,Older_adult
10758,churn,yes,business,double,6565.0,2.0,4.0,4.0,4.0,3.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,43,F,2.642857142857143,2.4,2.8,2.5,3.0,2,Mid_adult
10759,nochurn,yes,business,single,4401.0,3.0,3.0,4.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,3.0,48,F,4.142857142857143,4.4,4.2,3.5,4.0,1,Mid_adult
10760,churn,yes,leisure,double,5324.0,1.0,4.0,1.0,5.0,2.0,1.0,2.0,2.0,4.0,5.0,4.0,3.0,4.0,2.0,50,M,2.857142857142857,2.6,3.0,1.5,4.5,2,Mid_adult
10761,churn,yes,business,suite,6346.0,3.0,1.0,1.0,1.0,1.0,4.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,2.0,50,F,2.2857142857142856,2.8,2.2,1.5,2.0,2,Mid_adult
10762,nochurn,yes,business,double,5277.0,0.0,5.0,0.0,1.0,3.0,0.0,3.0,3.0,4.0,1.0,5.0,1.0,4.0,3.0,23,F,2.357142857142857,1.6,3.4,1.5,2.5,2,Young_adult
10763,churn,yes,leisure,suite,4015.0,3.0,5.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,1.0,3.0,3.0,5.0,4.0,32,M,3.4285714285714284,3.2,3.6,3.5,3.5,1,Young_adult
10764,churn,yes,leisure,double,5187.0,2.0,3.0,2.0,4.0,4.0,2.0,4.0,4.0,1.0,2.0,3.0,2.0,4.0,4.0,47,M,2.9285714285714284,2.8,3.2,3.0,2.5,2,Mid_adult
10765,churn,yes,business,single,5207.0,3.0,2.0,2.0,2.0,4.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,36,M,2.7142857142857144,3.0,2.6,2.5,2.5,2,Mid_adult
10766,nochurn,yes,business,single,3532.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,23,M,3.4285714285714284,3.4,3.6,3.0,3.5,1,Young_adult
10767,nochurn,yes,business,single,6489.0,5.0,5.0,5.0,5.0,2.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,49,F,4.642857142857143,4.2,5.0,4.5,5.0,2,Mid_adult
10768,churn,no,business,suite,5435.0,2.0,2.0,2.0,3.0,4.0,2.0,4.0,4.0,3.0,3.0,3.0,1.0,3.0,4.0,29,F,2.857142857142857,2.8,2.8,3.0,3.0,2,Young_adult
10769,nochurn,no,business,single,4771.0,4.0,4.0,4.0,2.0,2.0,4.0,2.0,2.0,5.0,3.0,5.0,4.0,4.0,2.0,25,F,3.357142857142857,3.4,3.4,3.0,3.5,2,Young_adult
10770,nochurn,yes,business,single,3807.0,2.0,2.0,2.0,2.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,41,M,3.9285714285714284,4.2,4.0,3.5,3.5,1,Mid_adult
10771,nochurn,no,business,single,4315.0,4.0,5.0,5.0,5.0,4.0,3.0,3.0,5.0,5.0,5.0,4.0,3.0,3.0,3.0,42,M,4.071428571428571,3.8,4.0,4.0,5.0,1,Mid_adult
10772,nochurn,yes,leisure,double,5929.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,1.0,1.0,2.0,5.0,4.0,4.0,29,F,3.857142857142857,3.8,4.0,4.5,3.0,2,Young_adult
10773,nochurn,yes,business,single,5431.0,0.0,0.0,0.0,3.0,2.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,46,M,2.5714285714285716,2.4,2.6,2.5,3.0,2,Mid_adult
10774,churn,yes,leisure,double,4473.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,1.0,3.0,3.0,63,M,2.5,2.6,2.4,3.0,2.0,1,Older_adult
10775,churn,yes,leisure,double,5212.0,4.0,4.0,5.0,3.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0,4.0,48,M,4.071428571428571,4.0,4.2,4.5,3.5,2,Mid_adult
10776,churn,yes,leisure,double,3876.0,1.0,5.0,1.0,3.0,2.0,1.0,2.0,2.0,5.0,3.0,3.0,5.0,4.0,2.0,69,M,2.7857142857142856,2.2,3.4,1.5,4.0,1,Older_adult
10777,churn,no,business,double,5047.0,3.0,3.0,3.0,1.0,2.0,3.0,2.0,2.0,3.0,3.0,5.0,3.0,5.0,2.0,19,M,2.857142857142857,3.2,3.0,2.5,2.0,2,Young_adult
10778,nochurn,yes,leisure,double,5905.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,2.0,2.0,2.0,2.0,3.0,2.0,4.0,47,F,3.357142857142857,3.4,3.2,4.0,3.0,2,Mid_adult
10779,nochurn,yes,business,single,2829.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,2.0,4.0,3.0,4.0,3.0,26,M,3.2142857142857144,3.0,3.2,3.0,4.0,1,Young_adult
10780,nochurn,yes,business,double,5752.0,4.0,3.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,2.0,1.0,2.0,5.0,45,M,3.857142857142857,4.0,3.2,4.5,4.5,2,Mid_adult
10781,nochurn,yes,business,single,6675.0,0.0,0.0,0.0,1.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,47,F,3.0,3.4,3.0,2.5,2.5,2,Mid_adult
10782,churn,no,business,single,4893.0,2.0,0.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,5.0,5.0,5.0,4.0,3.0,36,M,3.0714285714285716,3.2,3.2,2.5,3.0,2,Mid_adult
10783,nochurn,yes,leisure,double,5313.0,5.0,5.0,5.0,5.0,2.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,37,F,4.142857142857143,3.8,4.2,4.5,4.5,2,Mid_adult
10784,churn,yes,leisure,double,4995.0,4.0,1.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,2.0,3.0,2.0,3.0,3.0,35,M,3.0,3.2,2.4,3.5,3.5,2,Young_adult
10785,churn,yes,leisure,single,4221.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,1.0,4.0,3.0,26,M,2.5714285714285716,2.8,2.4,2.5,2.5,1,Young_adult
10786,nochurn,yes,business,single,2998.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,5.0,2.0,5.0,4.0,4.0,5.0,4.0,33,M,3.2142857142857144,3.8,3.6,2.5,1.5,1,Young_adult
10787,churn,yes,leisure,double,5555.0,4.0,5.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,5.0,5.0,4.0,5.0,3.0,37,M,4.0,4.2,4.0,3.5,4.0,2,Mid_adult
10788,nochurn,yes,leisure,double,3260.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,47,F,4.428571428571429,4.6,4.6,3.5,4.5,1,Mid_adult
